Cod_setor;Situacao_setor;V062;V063;V064;V065;V066;V067;V068;V081;V082;V083;V084;V085;V086;V087
230440065110222;1;18;35;24;15;6;1;10;21;49;60;24;11;10;6
230440065110223;1;25;59;63;30;8;5;7;19;32;28;12;8;9;8
230440065110224;1;15;5;8;2;3;2;18;29;36;25;12;7;11;12
230440065110225;1;19;29;36;18;4;5;5;13;13;11;11;5;5;6
230440065110226;1;16;12;20;10;5;5;16;21;26;21;12;10;6;6
230440065110227;1;17;43;37;25;13;7;20;47;49;35;26;8;16;16
230440065110228;1;36;26;28;14;5;2;12;10;10;9;5;4;0;9
230440065110229;1;22;43;34;29;14;4;50;12;20;14;7;6;1;34
230440065110230;1;18;37;44;16;3;0;15;46;47;56;21;11;18;13
230440065110231;1;42;49;47;28;14;8;11;31;25;22;12;3;5;12
230440065110232;1;27;50;56;30;5;3;11;36;28;26;14;6;2;12
230440065110233;1;19;26;27;16;7;6;11;23;28;20;21;10;13;11
230440065110234;1;20;31;34;18;11;62;11;32;38;12;23;19;20;13
230440065110235;1;17;13;17;31;16;129;17;11;8;10;14;15;64;9
230440065110236;1;16;15;18;11;8;5;25;24;24;39;24;8;16;11
230440065110237;1;9;23;32;17;12;7;9;9;22;18;9;5;9;3
230440065110238;1;20;20;33;20;11;31;10;37;43;43;16;11;16;7
230440065110239;1;11;26;24;12;13;11;5;10;25;21;13;10;19;2
230440065110240;1;24;64;59;24;9;7;5;13;50;43;13;4;11;4
230440065110241;1;37;61;59;65;16;13;36;25;32;28;12;4;5;23
230440065110242;1;37;71;49;45;16;16;23;22;12;16;7;3;8;12
230440065110243;1;35;56;32;22;10;9;21;24;36;38;15;7;13;4
230440065110244;1;17;26;7;4;3;1;16;27;21;30;16;8;8;6
230440065110245;1;29;32;37;27;15;7;22;19;13;9;4;4;1;2
230440065110246;1;26;25;14;19;6;2;19;32;75;64;26;14;14;15
230440065110247;1;10;8;13;8;7;5;11;14;33;35;34;13;16;4
230440065110248;1;19;33;22;9;4;2;8;29;31;31;14;10;7;9
230440065110249;1;18;43;33;19;4;7;14;24;19;19;8;7;3;16
230440065110250;1;6;16;24;11;3;2;14;31;64;60;30;6;9;15
230440065110251;1;27;28;30;13;4;1;13;17;15;20;7;5;3;8
230440065110252;1;23;42;46;28;18;6;23;37;43;42;31;13;14;14
230440065110253;1;13;32;26;25;3;5;4;21;23;20;5;7;3;5
230440065110254;1;139;117;67;18;12;13;60;72;54;30;12;4;2;61
230440065110255;1;19;32;29;20;5;7;15;15;14;11;4;4;7;4
230440065110256;1;5;12;10;5;3;2;0;3;2;0;0;1;1;2
230440065110257;1;37;36;23;30;9;15;25;34;41;41;30;17;15;11
230440065110258;1;63;62;53;23;11;8;41;67;65;55;21;10;10;51
230440065110259;1;14;17;14;8;5;3;8;18;7;5;3;1;3;1
230440065110260;1;21;19;14;7;3;3;19;23;32;34;15;10;1;7
230440065110261;1;33;42;20;8;10;5;17;65;80;57;41;12;19;14
230440065110262;1;28;36;24;9;8;9;11;19;25;22;12;3;9;10
230440065110263;1;15;12;4;3;2;3;17;58;59;65;24;7;21;13
230440065110264;1;34;54;35;29;10;10;13;36;30;26;9;10;9;17
230440065110265;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230440065110266;1;24;27;45;14;7;8;19;38;41;33;10;4;6;10
230440065110267;1;15;26;25;14;8;7;5;14;23;12;11;2;8;2
230440065110268;1;13;18;17;4;4;4;6;15;21;27;11;7;13;4
230440065110269;1;23;28;47;20;8;10;19;39;43;41;33;13;10;11
230440065110270;1;18;45;49;26;10;9;10;39;32;21;11;5;3;9
230440065110271;1;54;50;27;10;5;3;30;54;61;33;21;17;18;19
230440065110272;1;18;18;23;9;6;3;6;30;36;29;11;8;5;8
230440065110273;1;13;14;13;6;4;2;6;22;41;27;10;1;4;9
230440065110274;1;31;28;31;19;3;9;10;17;33;21;17;6;11;6
230440065110275;1;15;17;20;5;1;4;4;9;15;15;11;3;6;5
230440065110276;1;39;50;53;27;5;4;12;17;23;16;9;8;5;12
230440065110277;1;26;33;25;16;9;4;15;28;32;28;6;5;4;10
230440065110278;1;29;18;32;19;5;7;13;31;37;29;15;7;6;2
230440065110279;1;22;34;24;12;7;5;11;19;34;16;15;1;6;3
230440065110280;1;16;41;40;16;4;10;7;17;30;15;11;5;10;5
230440065110281;1;18;31;23;15;8;6;7;15;11;13;5;7;9;6
230440065110282;1;19;35;27;12;6;5;4;25;17;19;10;9;6;10
230440065110283;1;26;42;42;11;1;1;12;30;34;18;6;0;0;19
230440065110284;1;23;36;35;7;2;1;11;40;28;16;6;6;0;15
230440065110285;1;47;54;63;27;19;10;30;53;69;56;39;14;20;11
230440065110286;1;54;46;59;38;13;7;14;24;36;17;11;0;5;20
230440065110287;1;30;48;40;22;10;3;30;25;41;27;14;9;8;25
230440065110288;1;29;47;44;13;1;1;12;32;41;15;8;3;0;15
230440065110289;1;33;32;26;13;5;1;22;26;17;3;4;3;0;24
230440065110290;1;29;30;19;18;4;5;32;45;38;26;13;4;9;26
230440065110291;1;25;40;53;24;15;6;8;20;26;22;6;5;4;11
230440065110292;1;30;27;20;14;1;0;23;63;48;33;11;0;1;22
230440065110334;1;14;14;24;6;1;7;12;5;8;8;3;1;1;3
230440065110335;1;26;38;39;28;11;10;22;26;32;17;14;10;10;7
230440065110336;1;23;39;30;25;14;16;15;9;18;21;10;6;10;5
230440065110337;1;16;38;36;16;9;6;7;13;16;11;8;3;3;3
230440065110412;1;5;7;9;1;3;1;1;6;2;5;2;1;5;2
230440065110413;1;6;9;16;7;2;2;7;23;29;31;18;9;12;5
230440065110414;1;17;13;13;10;1;1;6;25;37;35;17;5;10;9
230440065110415;1;41;49;47;17;8;3;19;43;33;23;14;6;5;15
230440065110416;1;24;36;31;12;1;3;5;38;33;23;10;7;8;12
230440065110417;1;22;26;23;16;9;7;12;16;12;13;12;4;4;10
230440065110418;1;27;27;33;22;5;8;8;30;22;28;8;5;6;9
230440065110419;1;18;36;26;8;1;0;9;23;23;8;6;5;1;26
230440065110420;1;50;55;38;15;7;0;5;37;29;15;3;5;4;12
230440065110421;1;32;33;46;22;11;10;10;14;27;22;16;8;4;7
230440065110422;1;13;40;28;15;2;6;7;17;30;9;8;4;9;14
230440065110423;1;18;32;27;15;8;4;8;20;17;12;4;4;7;6
230440065110424;1;16;33;26;15;10;1;4;19;16;20;16;5;7;6
230440065110425;1;17;20;13;10;3;0;12;33;21;16;10;6;4;17
230440065110426;1;43;38;25;10;6;2;18;16;16;17;4;0;1;13
230440065110427;1;29;35;35;15;6;6;22;36;23;22;7;4;9;23
230440065110428;1;15;35;17;22;8;12;8;21;15;14;12;6;8;6
230440065110429;1;86;110;109;41;13;9;19;58;54;46;19;6;8;23
230440065110430;1;15;26;20;21;4;4;11;27;22;17;12;2;2;14
230440065110431;1;77;57;25;4;1;0;30;31;12;6;2;2;1;38
230440065110432;1;38;66;27;19;7;1;13;41;39;28;12;4;6;14
230440065110433;1;15;20;20;11;7;3;17;31;42;31;20;7;11;8
230440065110434;1;47;59;56;17;12;10;24;13;20;12;10;6;2;15
230440065110435;1;14;21;21;26;0;11;9;16;16;12;9;9;11;4
230440065110436;1;22;36;23;12;6;0;29;65;89;58;34;2;4;21
230440065110437;1;53;82;59;36;12;6;25;27;27;12;6;6;5;11
230440065110438;1;37;48;39;18;6;3;19;71;75;70;34;19;15;9
230440065110439;1;14;28;12;7;8;1;5;45;65;62;32;14;17;9
230440065110440;1;16;21;23;19;8;1;13;38;40;50;25;13;5;11
230440065110441;1;24;31;39;22;6;2;8;17;24;17;5;4;3;10
230440065110442;1;23;32;43;16;10;7;3;9;12;10;8;1;5;7
230440065110443;1;19;57;27;17;4;4;5;15;11;9;4;3;5;6
230440065110444;1;21;49;27;23;6;3;10;16;24;17;13;9;7;5
230440065110445;1;34;56;37;28;4;3;13;21;16;9;7;0;2;15
230440065110446;1;12;30;32;17;11;7;13;31;55;39;28;13;2;8
230440065110447;1;9;19;13;9;6;4;10;11;18;16;9;2;6;3
230440065110448;1;35;27;39;25;7;5;7;14;18;8;6;0;4;7
230440065110449;1;20;26;21;5;2;0;11;33;25;16;19;4;4;7
230440065110450;1;21;20;16;10;5;4;9;26;44;33;32;4;6;7
230440065110451;1;14;26;23;21;2;4;19;45;58;50;32;18;22;16
230440065110452;1;15;39;34;16;7;3;10;17;24;27;11;8;5;6
230440065110453;1;14;30;28;11;3;3;10;25;32;37;16;15;10;4
230440065110454;1;59;51;37;19;9;81;22;31;20;11;5;7;5;10
230440065110455;1;17;29;30;14;0;0;4;16;23;19;13;3;4;8
230440065110456;1;14;25;19;10;9;5;7;31;33;35;21;5;8;4
230440065110457;1;21;31;36;22;5;6;10;30;38;22;14;11;11;9
230440065110458;1;30;51;34;11;9;49;16;36;22;14;5;4;4;9
230440065110459;1;48;64;39;17;6;9;22;24;25;17;6;2;1;17
230440065110460;1;11;21;16;6;1;1;11;30;45;34;31;3;8;9
230440065110461;1;24;33;37;20;7;5;10;17;15;23;4;2;0;10
230440065110462;1;16;22;22;16;7;7;19;32;48;38;24;9;6;4
230440065110463;1;52;56;27;25;7;45;18;69;79;88;51;21;26;17
230440065110464;1;75;77;34;11;1;48;31;23;19;6;0;0;9;34
230440065110465;1;40;36;40;15;4;9;16;21;20;20;7;3;5;16
230440065110466;1;23;28;6;2;0;0;6;8;7;2;0;0;0;10
230440065110467;1;31;50;35;27;5;6;10;14;21;13;6;6;3;5
230440065110468;1;17;26;18;10;1;3;5;19;16;8;8;1;0;6
230440065110469;1;15;23;29;8;6;5;4;7;12;17;4;6;5;3
230440065110470;1;27;37;43;24;13;10;23;20;29;18;28;7;12;5
230440065110471;1;40;29;37;23;12;14;15;15;13;15;8;8;2;7
230440065110472;1;24;39;41;23;7;8;10;35;45;42;32;7;11;14
230440065110473;1;16;23;21;7;5;7;18;38;56;58;29;18;16;6
230440065110474;1;23;20;23;18;6;8;3;20;29;22;10;6;6;9
230440065110475;1;14;25;21;19;10;10;3;13;21;13;9;6;3;6
230440065110476;1;20;37;23;21;8;6;7;22;21;17;6;7;5;4
230440065110477;1;27;45;33;27;4;6;8;17;30;23;14;6;3;4
230440065110478;1;23;41;36;16;6;4;12;37;44;35;14;11;6;7
230440065110479;1;23;52;22;15;7;6;8;16;19;23;7;8;5;9
230440065110480;1;9;35;23;8;8;5;1;25;30;18;15;6;13;9
230440065110481;1;8;12;13;1;1;2;8;20;25;21;15;3;3;5
230440065110482;1;36;44;31;18;4;4;20;15;21;12;8;0;1;25
230440065110483;1;18;25;23;17;4;8;10;11;14;12;6;4;3;2
230440065110484;1;22;28;25;13;5;7;16;39;49;42;20;15;26;6
230440065110485;1;17;26;13;8;8;1;18;29;39;47;20;14;20;11
230440065110486;1;8;22;21;5;6;6;5;16;32;25;20;5;14;8
230440065110487;1;15;28;23;7;7;6;9;21;23;20;13;6;8;7
230440065110488;1;60;97;91;33;21;14;27;16;32;27;15;9;8;10
230440065110489;1;8;24;28;22;6;7;21;22;24;33;23;9;11;7
230440065110490;1;31;37;25;21;6;7;16;78;55;57;28;3;8;35
230440065110491;1;13;33;23;11;0;0;3;17;14;3;3;1;0;4
230440065110492;1;18;55;43;20;5;3;11;31;24;20;15;11;5;6
230440065110493;1;21;36;38;18;3;10;18;31;27;17;13;6;9;12
230440065110494;1;41;59;48;36;9;15;24;34;40;25;23;12;12;14
230440065110495;1;47;86;63;38;21;6;22;34;50;31;18;10;9;13
230440065110496;1;11;9;9;4;1;0;8;26;41;33;19;3;3;10
230440065110497;1;16;29;28;31;9;15;10;11;15;8;7;10;9;3
230440065110499;1;14;22;21;5;3;31;6;6;4;4;2;5;5;2
230440065110500;1;17;29;27;14;4;8;7;22;19;13;12;5;10;9
230440065110501;1;10;24;16;19;7;11;8;11;19;15;14;5;10;1
230440065110502;1;13;4;6;2;1;1;10;20;21;25;10;9;5;12
230440065110503;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230440065110504;1;3;5;2;7;4;211;7;10;8;10;5;2;13;2
230440065110505;1;6;26;99;72;28;18;5;9;22;81;46;13;12;0
230440065110506;1;75;81;46;25;3;6;14;44;43;21;21;8;6;7
230440065110507;1;27;21;18;9;4;3;20;56;86;86;56;16;15;17
230440065110508;1;16;39;42;53;18;5;6;11;21;21;15;6;6;1
230440070100030;1;9;21;21;12;6;3;6;26;31;19;30;10;9;7
230440070100031;1;11;16;31;19;3;4;26;34;62;54;25;20;15;16
230440070100032;1;21;36;41;14;11;2;17;27;32;40;22;13;8;13
230440070100033;1;17;32;17;14;8;4;19;26;32;35;17;15;1;8
230440070100034;1;11;14;11;14;12;9;11;21;18;17;7;10;6;7
230440070100035;1;44;42;54;27;7;10;15;25;23;16;16;7;7;12
230440070100036;1;23;27;46;16;8;3;14;30;31;34;25;6;7;7
230440070100037;1;9;16;7;10;5;3;4;4;5;9;4;1;4;2
230440070100038;1;21;38;34;12;7;6;7;26;31;19;13;6;7;9
230440070100039;1;13;27;23;13;4;1;10;28;21;18;11;7;9;10
230440070100040;1;20;35;39;18;8;11;24;36;42;33;23;10;9;10
230440070100041;1;26;23;40;17;10;12;15;26;51;25;22;11;9;10
230440070100042;1;17;29;27;16;8;6;8;14;21;19;17;7;11;9
230440070100043;1;12;32;31;18;5;3;6;12;16;7;6;2;2;3
230440070100044;1;33;45;32;22;6;7;19;18;16;10;4;2;4;7
230440070100045;1;34;54;44;32;12;14;20;33;30;25;7;7;11;11
230440070100046;1;33;64;30;32;14;14;10;17;16;13;15;2;5;18
230440070100047;1;48;56;40;20;9;13;18;33;44;35;27;5;3;17
230440070100048;1;13;36;35;13;7;6;8;30;20;41;13;7;3;12
230440070100049;1;36;65;51;34;14;6;26;46;45;30;22;8;7;23
230440070100050;1;15;31;35;15;4;3;9;29;41;31;20;11;10;6
230440070100051;1;35;58;39;25;9;11;11;28;24;25;13;4;5;10
230440070100052;1;64;58;70;28;9;10;27;42;38;31;16;7;6;16
230440070100053;1;18;33;27;14;6;4;11;32;25;17;28;7;9;9
230440070100054;1;20;31;40;16;9;9;14;15;31;21;11;1;5;5
230440070100055;1;9;29;29;12;7;4;6;23;24;22;5;7;4;8
230440070100056;1;13;24;39;14;5;7;9;22;20;18;19;2;6;9
230440070100057;1;45;64;53;29;14;8;12;17;22;12;16;10;8;4
230440070100058;1;27;45;58;17;9;7;19;18;29;20;10;6;6;5
230440070100059;1;19;33;30;20;3;10;9;20;22;12;10;7;6;14
230440070100060;1;74;88;74;46;26;15;31;51;55;49;20;16;5;24
230440070100061;1;8;30;28;13;10;8;5;10;12;11;7;7;7;2
230440070100062;1;29;41;26;23;8;13;8;14;17;19;7;5;8;10
230440070100063;1;22;32;35;14;4;6;9;12;25;12;7;7;7;3
230440070100064;1;16;18;22;13;4;2;3;4;10;6;3;2;3;4
230440070100065;1;24;29;21;17;1;3;12;27;34;41;30;16;11;6
230440070100066;1;14;29;30;25;10;9;10;25;51;65;53;29;33;10
230440070100067;1;21;28;25;22;7;13;15;29;45;30;18;12;9;7
230440070100068;1;45;72;73;42;22;23;27;36;35;34;26;10;12;13
230440070100069;1;14;26;26;10;4;3;6;19;23;27;26;6;7;2
230440070100070;1;28;23;19;8;1;1;12;32;28;20;4;1;1;13
230440070100071;1;18;36;39;30;6;6;2;12;14;11;3;4;2;3
230440070100072;1;32;22;20;13;5;2;17;22;24;15;17;5;5;4
230440070100073;1;33;39;32;16;11;12;33;14;24;19;13;6;2;11
230440070100074;1;19;20;24;13;5;7;16;34;39;34;22;6;5;15
230440070100075;1;17;28;27;16;5;6;4;8;13;19;7;2;4;7
230440070100076;1;29;40;27;21;4;6;11;22;16;10;7;8;5;12
230440070100077;1;17;57;37;23;14;9;17;26;27;29;17;7;8;14
230440070100078;1;9;10;10;15;3;4;5;13;19;14;18;5;5;7
230440070100079;1;22;27;28;12;8;6;8;21;31;12;12;2;6;7
230440070100080;1;22;22;15;8;2;5;9;38;48;44;24;15;13;13
230440070100081;1;15;45;43;20;9;5;6;31;37;35;15;10;5;10
230440070100082;1;29;35;27;30;11;8;9;16;17;11;15;5;3;7
230440070100083;1;26;36;31;20;5;7;10;21;17;14;8;3;5;12
230440070100084;1;11;27;22;6;2;6;7;19;24;24;18;8;10;8
230440070100085;1;18;27;35;14;4;3;12;23;19;18;8;7;1;11
230440070100086;1;40;46;42;22;9;7;27;39;31;25;13;1;11;24
230440070100087;1;11;9;16;10;2;3;13;17;16;22;11;9;6;9
230440070100088;1;26;34;26;21;7;6;12;21;21;28;14;2;9;11
230440070100089;1;15;36;32;14;5;7;13;27;37;21;13;4;6;5
230440070100090;1;20;39;28;8;6;1;14;33;33;19;14;2;2;11
230440070100091;1;10;10;4;1;1;1;1;21;33;30;18;7;7;9
230440070100092;1;31;36;43;20;12;7;16;32;29;30;20;6;7;10
230440070100093;1;28;54;49;15;9;3;18;23;35;22;18;7;9;19
230440070100094;1;28;50;44;23;8;13;20;14;17;25;12;7;9;5
230440070100095;1;18;33;43;23;14;6;12;23;23;19;15;8;10;7
230440070100096;1;22;38;35;35;13;8;15;25;26;16;17;13;15;5
230440070100097;1;42;68;59;34;32;15;24;23;36;31;18;16;14;9
230440070100098;1;36;33;32;17;6;20;17;31;37;33;16;8;14;9
230440070100099;1;22;36;24;13;11;6;18;27;30;26;11;7;10;18
230440070100100;1;11;18;16;8;7;1;10;26;42;31;18;4;6;4
230440070100101;1;20;28;23;12;10;10;21;23;51;44;15;8;17;11
230440070100102;1;16;22;15;8;2;8;6;27;24;32;13;3;2;9
230440070100103;1;16;25;24;14;12;8;4;31;24;29;12;4;13;12
230440070100104;1;27;25;16;10;3;0;15;33;51;50;28;11;15;7
230440070100105;1;18;50;45;29;15;11;14;21;37;18;13;4;10;11
230440070100106;1;8;25;19;5;3;1;9;18;14;11;16;5;5;12
230440070100107;1;21;28;34;15;11;14;15;20;26;24;13;12;11;7
230440070100108;1;22;27;22;19;8;5;11;16;18;13;5;4;8;8
230440070100109;1;36;54;47;26;14;10;13;27;29;26;15;6;12;16
230440070100110;1;21;29;34;16;13;6;13;27;31;25;13;12;18;12
230440070100111;1;34;41;50;15;12;12;19;37;29;33;9;10;9;10
230440070100112;1;17;21;12;11;2;2;8;30;42;24;29;11;12;8
230440070100113;1;21;29;25;17;7;5;7;8;14;14;4;5;7;1
230440070100114;1;27;19;28;14;9;5;14;11;16;12;13;3;5;6
230440070100115;1;30;44;29;22;3;9;16;20;39;23;13;7;11;16
230440070100116;1;35;44;41;24;6;10;13;20;19;26;14;3;10;9
230440070100117;1;33;26;33;21;7;5;22;35;55;60;28;6;10;15
230440070100118;1;12;32;24;13;4;6;7;21;39;32;18;13;11;4
230440070100119;1;28;54;40;25;13;14;14;22;33;20;17;10;7;15
230440070100120;1;20;42;46;21;7;10;17;33;39;35;20;9;7;8
230440070100121;1;22;37;29;18;7;8;16;21;21;16;12;5;12;3
230440070100122;1;20;22;21;13;3;1;10;23;37;43;25;17;11;11
230440070100123;1;36;53;52;32;15;9;7;42;37;29;14;11;10;14
230440070100124;1;26;32;22;9;8;3;21;21;25;31;14;4;10;6
230440070100125;1;27;43;25;18;10;7;20;34;34;21;16;7;10;7
230440070100126;1;15;31;32;31;7;14;19;15;12;13;14;6;8;3
230440070100127;1;30;41;34;21;11;8;14;11;13;10;5;4;2;11
230440070100128;1;24;37;38;31;7;8;9;39;45;38;24;9;13;10
230440070100129;1;14;30;35;16;11;3;4;13;20;18;8;4;3;2
230440070100130;1;4;10;13;6;3;0;4;6;10;7;3;0;0;1
230440070100131;1;28;19;31;11;6;7;17;11;8;8;5;3;3;6
230440070100132;1;30;38;30;22;12;10;9;9;13;8;3;7;5;9
230440070100133;1;30;57;30;16;8;4;9;20;23;25;7;4;3;12
230440070100134;1;17;38;30;13;4;4;7;23;16;17;10;7;1;6
230440070100135;1;55;73;92;31;15;13;9;19;25;10;7;9;4;10
230440070100136;1;27;39;58;36;6;5;4;18;24;13;6;2;7;6
230440070100137;1;28;53;33;20;9;12;22;41;31;23;15;2;4;24
230440070100138;1;35;41;33;14;5;3;28;46;64;62;48;33;16;15
230440070100139;1;26;39;26;23;9;7;9;19;30;20;20;7;10;6
230440070100140;1;26;38;36;18;6;4;16;25;28;28;9;8;5;10
230440070100141;1;40;61;54;24;10;9;19;32;27;21;14;5;7;12
230440070100142;1;27;26;20;13;6;5;16;21;16;18;15;4;5;13
230440070100143;1;13;26;18;11;6;6;13;9;13;12;7;6;2;2
230440070100144;1;13;23;9;8;2;4;14;35;38;29;21;13;13;6
230440070100145;1;21;30;32;19;15;9;8;31;19;23;12;7;13;11
230440070100146;1;26;54;48;37;13;8;24;21;30;16;6;6;2;8
230440070100147;1;12;24;19;20;12;8;12;15;38;27;25;10;11;9
230440070100148;1;27;43;40;17;7;4;21;24;25;17;14;5;7;12
230440070100149;1;21;51;51;24;12;9;12;35;42;33;28;5;12;12
230440070100150;1;14;16;13;10;2;6;5;27;46;42;35;16;11;5
230440070100151;1;23;31;24;14;8;4;16;25;30;14;16;3;4;6
230440070100152;1;30;41;35;19;11;10;25;26;11;10;11;2;7;10
230440070100153;1;26;30;43;17;7;8;10;32;38;26;14;10;10;18
230440070100154;1;30;33;32;20;3;7;15;40;35;24;22;10;6;15
230440070100155;1;30;38;33;18;3;10;5;14;19;15;10;5;8;8
230440070100156;1;28;47;48;23;9;5;15;42;39;24;18;4;6;12
230440070100157;1;37;59;57;34;11;11;11;36;37;20;11;9;10;14
230440070100158;1;20;36;40;18;7;8;7;29;31;24;10;4;10;10
230440070100159;1;28;42;55;25;11;5;9;24;33;24;18;10;7;11
230440070100160;1;21;38;28;13;8;6;9;22;52;21;15;7;9;11
230440070100161;1;38;77;60;32;14;8;16;54;33;27;13;7;2;13
230440070100162;1;16;34;30;21;7;12;6;17;23;18;8;5;3;10
230440070100163;1;30;38;38;20;6;10;8;27;20;21;7;6;4;7
230440070100164;1;24;31;35;12;6;5;15;18;43;23;10;6;5;15
230440070100165;1;29;34;40;23;7;7;5;29;23;11;16;7;5;14
230440070100166;1;18;29;16;16;9;7;6;21;15;26;8;4;4;5
230440070100167;1;23;24;34;16;5;5;8;22;19;11;10;2;4;4
230440070100168;1;14;41;34;10;8;0;6;24;14;21;7;3;1;8
230440070100169;1;22;50;74;24;8;9;16;30;45;32;19;8;2;16
230440070100170;1;17;20;18;18;3;8;8;14;23;16;9;6;2;7
230440070100171;1;38;40;30;20;9;6;13;19;20;11;8;9;3;5
230440070100172;1;28;46;42;27;7;8;10;24;28;25;12;7;4;8
230440070100173;1;46;46;46;25;10;4;15;24;22;14;10;3;10;11
230440070100174;1;19;39;44;18;4;8;6;33;28;19;15;2;3;11
230440070100175;1;16;32;12;13;5;4;2;19;16;23;16;8;4;2
230440070100176;1;27;51;50;20;10;9;3;26;29;19;17;5;7;10
230440070100177;1;33;41;30;18;5;6;4;20;31;22;23;12;4;10
230440070100178;1;39;51;40;17;5;10;18;27;33;23;20;7;6;13
230440070100179;1;16;11;13;5;0;0;9;20;30;30;17;4;6;9
230440070100180;1;15;8;10;7;1;2;10;27;25;36;16;7;8;11
230440070100181;1;22;26;34;12;3;9;18;17;32;21;16;9;4;11
230440070100182;1;16;14;28;16;5;5;2;7;13;11;9;4;5;4
230440070100183;1;11;16;17;13;3;4;6;16;16;9;11;4;7;6
230440070100184;1;22;31;29;12;8;3;8;10;26;11;4;2;4;6
230440070100185;1;14;24;11;7;4;5;11;12;10;8;7;4;2;5
230440070100186;1;29;47;49;31;9;13;21;32;41;41;23;17;16;13
230440070100187;1;21;20;22;15;8;6;10;23;21;26;24;10;16;4
230440070100188;1;16;34;27;16;14;18;10;12;27;9;7;7;5;7
230440070100189;1;28;45;46;28;9;7;4;18;14;14;15;7;2;13
230440070100190;1;20;35;29;15;13;6;15;25;34;30;15;8;8;21
230440070100191;1;27;38;49;25;9;10;15;15;25;18;12;6;11;22
230440070100192;1;38;60;60;25;15;10;8;20;27;15;9;3;1;12
230440070100193;1;21;44;38;20;6;7;10;16;18;18;13;8;8;6
230440070100194;1;15;26;31;16;3;7;6;25;21;19;16;4;13;6
230440070100195;1;28;48;48;16;7;4;10;16;19;25;6;3;9;11
230440070100196;1;13;36;40;22;8;15;7;26;30;25;14;7;10;11
230440070100197;1;20;37;40;19;14;7;14;16;22;17;7;1;5;10
230440070100198;1;24;40;30;29;6;7;6;25;28;19;17;7;8;16
230440070100199;1;15;27;26;18;6;10;3;19;10;13;5;5;9;7
230440070100200;1;11;22;22;12;4;2;12;33;38;51;23;11;17;13
230440070100201;1;28;38;39;21;11;5;14;19;19;24;7;6;5;13
230440070100202;1;13;20;26;8;6;4;5;11;25;30;16;7;6;4
230440070100203;1;38;43;45;36;12;11;32;33;40;21;17;15;10;8
230440070100204;1;6;12;10;7;2;3;1;7;12;5;7;4;4;3
230440070100205;1;35;54;44;41;14;17;19;23;24;24;15;11;11;13
230440070100206;1;19;28;19;13;2;10;6;15;18;18;19;9;13;3
230440070100207;1;9;6;8;4;4;3;6;4;11;8;8;3;2;2
230440070100208;1;17;24;19;7;2;6;17;37;48;51;30;22;25;6
230440070100209;1;9;9;5;11;5;5;7;19;33;33;17;11;14;6
230440070100210;1;18;39;39;26;18;17;11;19;44;39;22;8;8;8
230440070100211;1;16;23;19;27;6;3;18;18;23;16;17;5;12;9
230440070100212;1;10;15;22;13;5;1;15;33;26;20;13;5;9;5
230440070100213;1;22;54;49;21;10;8;15;19;38;35;16;10;7;11
230440070100214;1;12;20;15;10;4;2;6;12;17;15;7;6;4;7
230440070100215;1;21;37;29;27;5;3;22;23;20;22;18;5;9;13
230440070100216;1;12;28;31;9;5;3;11;21;18;18;4;4;5;5
230440070100217;1;16;19;26;14;2;3;7;14;12;11;5;5;5;9
230440070100218;1;42;74;54;33;8;9;13;32;32;27;12;7;8;15
230440070100219;1;16;33;30;12;10;5;13;28;30;22;6;7;1;14
230440070100220;1;18;34;44;19;10;5;9;19;36;17;13;4;7;7
230440070100221;1;44;53;46;12;3;1;28;38;37;21;14;2;0;36
230440070100222;1;36;49;47;17;15;3;11;35;47;31;17;3;11;12
230440070100223;1;14;25;26;7;1;9;10;25;18;17;16;7;1;15
230440070100224;1;24;34;32;23;12;5;6;31;17;21;3;5;11;21
230440070100225;1;14;30;32;11;8;3;15;45;29;13;14;2;4;21
230440070100226;1;32;58;44;24;11;7;26;32;45;37;24;6;6;18
230440070100227;1;39;42;34;19;12;4;20;31;25;32;14;6;9;6
230440070100228;1;31;32;29;25;6;11;13;33;40;30;11;9;11;12
230440070100229;1;20;18;14;5;5;4;11;30;40;25;6;5;7;8
230440070100230;1;23;32;46;14;4;9;11;31;27;42;24;8;17;6
230440070100231;1;24;51;57;25;13;6;12;32;43;43;24;9;19;11
230440070100232;1;34;40;40;8;5;4;10;13;18;21;12;4;4;8
230440070100233;1;38;50;46;28;12;5;14;26;38;30;11;6;8;9
230440070100234;1;25;23;11;6;2;4;20;58;61;55;29;11;15;21
230440070100235;1;20;23;20;20;3;4;5;22;24;19;10;7;5;7
230440070100236;1;21;26;30;15;6;2;9;28;30;22;17;4;2;12
230440070100237;1;13;13;14;12;3;3;2;16;16;6;10;6;2;7
230440070100238;1;30;44;36;15;10;3;14;46;29;24;11;12;8;14
230440070100239;1;24;48;35;16;8;8;11;34;31;25;14;13;10;24
230440070100240;1;48;58;67;36;16;14;23;45;39;34;27;12;15;23
230440070100241;1;26;34;23;11;6;3;8;18;18;21;11;7;4;6
230440070100242;1;11;18;17;10;3;1;4;24;26;31;16;11;3;4
230440070100243;1;23;31;25;25;9;5;12;27;23;19;6;5;7;13
230440070100244;1;21;26;27;15;3;2;24;32;52;22;14;3;16;10
230440070100245;1;10;11;8;4;3;6;2;8;10;8;5;1;3;2
