Cod_setor;Situacao_setor;V062;V063;V064;V065;V066;V067;V068;V081;V082;V083;V084;V085;V086;V087
230440070100246;1;10;18;14;10;3;3;6;5;15;10;8;3;0;1
230440070100247;1;24;35;40;10;5;7;10;27;40;17;8;6;4;20
230440070100248;1;25;41;35;18;10;6;12;32;21;23;9;7;5;10
230440070100249;1;14;33;24;9;7;9;3;27;32;24;15;7;10;8
230440070100250;1;16;28;21;18;7;7;6;18;19;21;6;7;4;9
230440070100251;1;19;30;24;13;4;2;10;25;22;22;4;7;5;11
230440070100252;1;44;53;43;16;10;4;15;33;34;20;13;8;6;19
230440070100253;1;26;49;45;23;8;9;8;22;50;20;11;7;8;14
230440070100254;1;14;19;18;15;6;3;10;31;43;27;18;8;2;12
230440070100255;1;37;44;31;26;10;11;20;27;25;28;16;12;8;15
230440070100256;1;28;39;25;21;9;7;9;17;22;23;15;7;12;10
230440070100257;1;14;32;32;19;12;12;8;18;28;22;14;5;12;11
230440070100258;1;26;49;36;16;13;10;13;22;23;16;7;7;2;17
230440070100259;1;29;54;45;18;6;9;11;40;36;29;10;5;7;13
230440070100260;1;35;61;50;17;7;9;19;38;33;43;15;4;7;18
230440070100261;1;16;23;25;10;1;3;13;14;20;13;3;1;3;11
230440070100262;1;40;52;49;27;15;10;37;55;61;37;20;6;13;32
230440070100470;1;14;20;21;9;7;11;6;14;34;46;25;13;14;7
230440070100471;1;17;26;24;12;4;4;9;28;40;30;19;5;9;17
230440070100472;1;18;37;24;18;8;11;6;8;11;14;6;2;5;7
230440070100473;1;29;62;64;24;12;4;9;28;40;29;11;4;5;7
230440070100474;1;12;34;28;17;5;2;25;25;35;21;13;9;6;13
230440070100475;1;15;18;18;18;6;7;4;24;27;37;14;9;7;7
230440070100476;1;29;41;35;21;4;5;20;21;31;18;23;5;5;5
230440070100477;1;19;15;11;11;4;5;20;25;41;32;34;12;16;7
230440070100478;1;30;34;15;12;7;4;25;43;69;60;35;17;17;15
230440070100479;1;53;61;56;38;18;12;23;42;39;42;15;6;9;13
230440070100480;1;22;26;3;9;3;0;15;38;60;42;30;15;17;12
230440070100481;1;30;46;31;30;13;5;20;15;17;16;7;10;10;12
230440070100482;1;24;31;30;23;6;9;15;16;21;19;9;9;7;10
230440070100483;1;23;47;50;29;12;14;18;28;31;14;12;4;3;9
230440070100484;1;43;79;49;27;13;5;16;22;45;35;15;13;13;6
230440070100485;1;21;36;28;28;5;8;6;13;9;14;4;6;8;6
230440070100486;1;26;26;31;15;12;11;5;13;20;12;11;4;6;10
230440070100487;1;31;27;32;13;4;3;22;23;40;25;22;13;5;12
230440070100488;1;38;57;38;28;12;6;6;20;24;13;13;3;3;6
230440070100489;1;23;50;44;20;2;4;9;13;26;17;10;4;2;7
230440070100490;1;13;13;15;6;1;0;3;7;15;9;5;1;3;1
230440070100491;1;16;38;35;14;6;8;4;20;35;20;7;4;9;4
230440070100492;1;14;21;18;11;7;11;12;21;15;22;7;8;8;4
230440070100493;1;24;31;43;19;9;8;9;16;21;29;16;10;7;7
230440070100494;1;33;54;56;23;15;6;10;31;32;22;13;12;6;11
230440070100495;1;7;9;47;31;15;13;3;21;30;31;28;17;18;2
230440070100496;1;12;14;19;16;6;8;10;21;24;55;15;12;15;8
230440070100497;1;17;27;27;17;13;5;15;8;8;9;10;1;6;4
230440070100498;1;9;16;10;5;2;2;12;31;52;34;24;10;3;14
230440070100499;1;36;42;41;8;2;2;9;11;17;9;9;2;2;4
230440070100500;1;13;13;9;6;5;3;10;13;21;24;15;4;14;6
230440070100501;1;25;37;41;21;8;5;5;15;20;14;9;4;4;5
230440070100502;1;15;18;6;8;4;6;11;24;48;41;23;14;10;4
230440070100503;1;14;19;15;16;6;7;12;23;20;26;13;8;9;8
230440070100504;1;19;27;17;6;5;8;14;23;24;28;18;7;10;9
230440070100505;1;40;29;40;12;11;7;22;38;33;21;10;4;1;18
230440070100506;1;26;27;15;3;8;2;7;27;50;53;20;16;11;13
230440070100507;1;47;59;50;31;12;27;13;19;15;16;11;11;13;9
230440070100508;1;11;21;29;15;8;8;18;23;15;17;12;5;9;2
230440070100509;1;18;38;24;29;13;8;10;12;19;15;7;4;9;6
230440070100510;1;14;22;17;12;5;3;11;19;15;12;13;9;6;8
230440070100511;1;36;34;51;18;9;4;13;11;11;17;5;2;2;10
230440070100512;1;7;14;10;16;8;2;5;10;16;17;11;7;7;2
230440070100513;1;14;25;19;17;1;2;17;38;41;35;14;8;6;7
230440070100514;1;34;35;40;17;10;9;14;16;23;17;5;7;5;3
230440070100515;1;27;40;35;18;10;8;11;20;14;12;10;7;2;9
230440070100516;1;34;41;38;23;10;10;16;31;35;29;24;8;12;10
230440070100517;1;4;4;8;4;2;2;0;4;2;4;3;1;3;0
230440070100518;1;49;33;42;18;8;6;36;28;28;17;15;2;8;23
230440070100519;1;11;15;13;8;6;3;10;15;32;39;10;5;9;7
230440070100520;1;17;29;22;17;7;5;8;20;20;19;9;4;6;8
230440070100521;1;15;6;13;10;3;4;11;20;26;35;23;6;6;12
230440070100522;1;14;39;32;17;8;5;11;22;15;13;10;2;4;8
230440070100523;1;7;8;14;12;7;8;9;20;31;25;17;10;14;10
230440070100524;1;9;14;15;5;2;2;4;18;31;28;19;8;14;7
230440070100525;1;15;30;33;20;7;10;17;18;20;17;12;9;13;7
230440070100526;1;36;52;41;33;6;10;26;19;23;15;15;5;7;9
230440070100527;1;17;25;16;9;9;4;10;15;27;25;15;7;13;2
230440070100528;1;6;3;4;1;2;1;4;3;1;3;4;0;0;1
230440070100529;1;22;40;36;15;9;9;3;19;22;16;10;3;3;15
230440070100530;1;26;47;37;14;11;6;12;24;20;16;10;6;4;10
230440070100531;1;15;28;29;19;6;4;3;15;18;9;7;3;2;4
230440070100532;1;17;33;34;14;4;4;8;11;34;21;4;3;4;7
230440070100533;1;14;39;28;13;6;0;6;6;16;10;2;5;2;9
230440070100534;1;31;50;35;26;12;9;16;24;24;19;10;5;10;8
230440070100535;1;17;24;21;11;3;8;6;17;22;22;15;6;4;7
230440070100536;1;20;37;27;12;6;2;13;19;9;13;7;4;3;4
230440070100537;1;16;18;20;11;8;4;14;22;25;23;20;11;13;4
230440070100538;1;16;31;26;7;6;7;10;29;30;25;15;11;6;5
230440070100539;1;19;21;17;8;3;5;10;14;17;11;13;6;6;9
230440070100540;1;11;25;31;18;6;9;4;8;10;10;3;4;5;3
230440070100541;1;14;15;12;12;4;3;20;34;52;74;42;17;13;5
230440070100542;1;35;67;62;31;10;10;7;37;37;27;15;13;8;16
230440070100543;1;35;48;32;24;3;8;11;25;25;21;12;6;8;6
230440070100544;1;18;28;18;13;10;6;2;16;17;11;10;1;1;5
230440070100709;1;8;12;4;1;0;0;9;37;27;32;17;4;7;10
230440070100710;1;37;50;38;15;9;9;21;54;64;52;24;9;14;33
230440070100711;1;46;75;81;44;26;28;37;40;29;40;25;7;23;18
230440070100712;1;21;28;48;21;7;14;24;8;16;16;5;8;11;7
230440070100713;1;34;45;42;25;10;5;17;14;11;11;7;7;5;4
230440070100714;1;25;44;37;20;13;7;16;17;16;12;11;3;5;6
230440070100715;1;29;41;32;24;9;6;9;12;17;10;8;2;5;4
230440070100716;1;30;47;48;23;14;9;29;17;15;17;12;2;4;4
230440070140001;1;8;16;15;7;4;5;3;24;28;25;18;8;3;7
230440070140002;1;11;21;25;15;6;5;4;26;25;19;10;4;5;7
230440070140003;1;23;48;30;13;7;4;5;20;26;20;7;2;4;15
230440070140004;1;15;28;29;20;11;5;4;15;23;24;15;3;4;4
230440070140005;1;36;59;47;28;14;5;6;34;30;19;8;3;6;15
230440070140006;1;47;45;49;12;11;5;26;46;42;30;20;7;1;20
230440070140007;1;13;27;31;14;4;4;3;20;25;11;5;3;3;6
230440070140008;1;18;23;28;21;4;2;6;22;24;15;12;2;2;12
230440070140009;1;11;26;30;15;3;2;2;24;23;15;18;2;1;9
230440070140010;1;15;31;32;11;5;3;7;31;25;19;9;4;2;7
230440070140011;1;15;37;28;14;4;2;10;19;31;15;9;5;2;11
230440070140012;1;44;45;59;24;14;11;28;52;34;24;13;8;8;17
230440070140013;1;25;37;31;20;3;7;10;9;14;13;7;3;6;9
230440070140014;1;17;29;20;8;7;4;8;32;46;43;31;9;5;7
230440070140015;1;30;41;52;26;6;11;8;37;22;26;10;4;8;7
230440070140016;1;42;58;34;28;9;7;23;29;34;34;11;11;7;7
230440070140017;1;42;68;62;25;11;12;13;44;26;34;21;3;2;10
230440070140018;1;20;21;21;9;1;3;6;18;12;11;3;11;2;8
230440070140019;1;23;36;39;21;4;5;9;18;23;16;11;6;3;6
230440070140020;1;26;33;28;16;3;4;17;22;23;15;9;3;3;8
230440070140021;1;30;35;24;17;6;7;13;36;60;51;40;17;11;17
230440070140022;1;42;56;37;25;6;8;15;34;38;22;18;11;3;19
230440070140023;1;39;55;43;20;4;4;29;22;22;12;10;9;2;14
230440070140024;1;40;81;68;39;12;4;20;24;29;23;16;9;7;13
230440070140025;1;32;48;44;19;10;13;22;21;22;15;11;9;5;12
230440070140026;1;21;35;47;25;13;6;20;24;36;26;13;4;4;10
230440070140027;1;15;14;13;10;3;2;12;27;50;42;25;12;15;9
230440070140028;1;31;48;46;20;11;10;16;28;28;25;13;7;4;12
230440070140029;1;8;13;18;12;5;4;19;39;44;51;26;15;10;7
230440070140263;1;21;30;30;15;10;3;8;22;13;16;10;6;4;12
230440070140264;1;29;48;50;21;10;8;11;19;29;28;11;5;6;10
230440070140265;1;19;41;36;14;4;9;13;17;27;21;14;6;15;7
230440070140266;1;22;20;32;21;6;3;4;21;17;22;7;4;4;5
230440070140267;1;15;26;26;20;7;7;3;22;33;29;5;2;7;7
230440070140268;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230440070140269;1;19;41;32;20;4;3;4;21;20;25;9;4;6;8
230440070140270;1;38;56;63;37;14;7;13;22;33;20;9;6;12;8
230440070140271;1;18;29;34;12;5;3;7;18;30;14;10;6;1;9
230440070140272;1;67;53;69;22;6;9;30;80;76;45;24;7;12;29
230440070140273;1;43;38;43;16;8;6;16;31;31;25;13;9;7;13
230440070140274;1;30;20;28;15;4;5;19;50;65;58;28;12;19;16
230440070140275;1;6;22;13;12;2;4;5;16;7;10;3;2;2;5
230440070140276;1;34;58;72;25;11;6;19;31;34;16;19;11;11;17
230440070140277;1;24;30;31;11;5;1;12;23;34;19;8;5;1;21
230440070140278;1;23;30;29;18;4;2;14;52;40;20;4;4;3;20
230440070140279;1;22;30;32;21;6;7;10;17;26;13;10;3;1;13
230440070140280;1;26;55;70;29;11;10;30;45;68;46;25;12;10;19
230440070140281;1;14;8;9;5;1;2;8;13;9;11;6;2;3;5
230440070140282;1;9;25;22;13;5;3;10;17;24;10;9;1;2;4
230440070140283;1;28;50;28;13;5;4;7;40;31;24;12;9;8;20
230440070140284;1;22;27;24;12;3;7;13;34;29;27;22;10;5;11
230440070140285;1;34;30;16;14;4;9;13;19;24;20;12;3;3;7
230440070140286;1;38;41;37;17;13;4;16;20;23;20;21;5;6;13
230440070140287;1;17;32;27;19;3;8;3;17;24;9;12;6;6;10
230440070140288;1;30;48;48;27;6;8;9;23;22;23;11;10;5;10
230440070140289;1;18;40;18;23;9;5;14;29;34;25;12;4;12;17
230440070140290;1;23;42;41;19;11;9;7;14;30;18;9;11;9;11
230440070140291;1;21;32;37;32;3;6;10;40;57;41;21;8;9;11
230440070140292;1;19;29;13;5;1;2;12;48;70;50;24;4;6;12
230440070140293;1;12;25;20;9;5;5;8;12;13;8;6;5;2;10
230440070140294;1;21;42;47;9;6;6;9;26;26;19;7;6;7;11
230440070140295;1;26;34;24;11;4;0;9;35;32;13;6;1;1;11
230440070140296;1;46;35;35;8;12;3;15;25;25;29;10;10;5;16
230440070140297;1;28;18;13;6;1;0;22;82;51;25;9;2;2;33
230440070140298;1;34;48;58;31;10;5;11;48;51;58;24;14;11;16
230440070140299;1;6;10;4;5;0;1;17;12;17;15;6;7;4;3
230440070140300;1;28;57;26;9;3;2;4;20;36;12;7;2;1;4
230440070140301;1;7;10;8;3;5;3;4;12;10;15;10;6;2;3
230440070140302;1;47;56;60;37;7;2;12;23;23;13;5;2;3;7
230440070140303;1;14;34;35;16;5;3;5;10;11;13;9;5;0;5
230440070140304;1;7;21;20;5;3;4;11;11;12;13;9;1;4;9
230440070140305;1;7;9;7;0;0;1;13;18;17;16;4;1;1;5
230440070140306;1;14;33;43;19;6;3;7;12;17;9;5;0;4;10
230440070140307;1;16;12;9;6;3;3;9;15;26;16;14;6;13;9
230440070140308;1;14;27;20;12;3;5;11;18;40;38;18;4;8;6
230440070140309;1;15;29;20;8;9;3;13;12;26;23;11;7;6;7
230440070140310;1;18;29;20;13;2;4;9;45;35;34;21;5;5;9
230440070140311;1;54;63;50;23;12;8;20;39;38;38;22;13;15;21
230440070140312;1;36;35;26;27;6;2;8;27;24;26;15;7;7;11
230440070140313;1;30;41;56;24;7;5;7;30;18;16;12;4;6;7
230440070140314;1;10;5;13;10;6;1;5;16;14;17;6;3;4;6
230440070140315;1;30;41;36;23;8;8;19;41;41;48;29;12;12;9
230440070140316;1;11;14;24;10;7;1;2;6;7;5;4;2;0;3
230440070140317;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230440070140318;1;4;15;8;6;3;2;4;13;15;18;7;6;4;6
230440070140319;1;11;21;13;13;5;0;9;10;10;11;8;6;6;4
230440070140320;1;4;3;9;7;2;3;6;9;15;7;12;4;6;1
230440070140321;1;9;9;7;2;3;1;4;10;18;20;11;13;6;6
230440070140322;1;25;67;53;22;4;10;13;28;26;12;4;2;7;5
230440070140323;1;6;13;9;5;4;6;2;6;10;7;6;0;3;4
230440070140324;1;9;32;28;23;6;11;5;16;11;12;9;5;4;5
230440070140325;1;12;31;52;24;7;5;3;25;17;18;9;4;5;9
230440070140326;1;29;49;48;21;8;6;5;24;19;21;11;2;4;12
230440070140327;1;17;39;50;15;3;6;6;25;42;35;18;4;3;11
230440070140328;1;21;34;63;15;8;3;2;23;22;14;5;1;2;3
230440070140329;1;16;29;35;25;8;3;1;20;33;18;12;4;4;7
230440070140330;1;20;42;48;24;3;4;4;10;16;15;6;3;2;6
230440070140331;1;4;22;23;22;7;7;9;14;12;9;3;1;2;1
230440070140332;1;2;3;5;4;1;4;2;12;13;14;2;4;3;4
230440070140333;1;5;14;13;5;2;0;1;13;17;8;5;5;2;6
230440070140334;1;7;12;11;2;2;4;6;12;32;22;25;8;13;7
230440070140335;1;9;9;15;15;7;8;8;8;8;17;12;3;6;2
230440070140336;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230440070140337;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230440070140338;1;12;70;175;60;6;19;5;16;44;60;39;7;6;3
230440070140339;1;49;80;100;119;45;9;24;39;69;74;66;22;6;15
230440070140340;1;16;26;18;9;4;5;9;18;18;22;16;7;8;4
230440070140341;1;23;56;37;22;14;4;3;26;34;23;15;7;11;3
230440070140342;1;37;59;56;21;12;6;19;32;25;27;21;7;4;9
230440070140343;1;36;90;66;40;23;11;27;54;68;55;39;13;10;20
230440070140344;1;11;29;23;17;5;9;6;35;44;54;25;6;9;8
230440070140345;1;18;31;34;17;11;6;4;12;18;11;6;6;5;3
230440070140346;1;10;9;13;2;3;2;3;31;25;30;11;9;9;5
230440070140347;1;23;30;26;14;6;3;14;27;30;17;15;7;5;15
230440070140348;1;21;34;18;1;1;0;2;26;16;16;3;2;0;10
230440070140349;1;27;39;42;16;1;6;7;16;14;11;2;1;3;13
230440070140350;1;40;62;60;30;5;5;23;24;19;14;8;3;3;17
230440070140351;1;20;16;11;9;3;0;16;33;32;26;16;2;3;4
230440070140352;1;27;31;34;20;9;7;11;36;40;38;26;10;12;14
230440070140353;1;20;21;20;12;3;1;9;10;17;11;4;2;4;12
230440070140354;1;25;31;41;12;5;3;23;38;21;26;4;2;3;18
230440070140355;1;8;16;12;7;3;13;10;7;6;6;5;3;1;3
230440070140356;1;38;72;47;28;13;7;19;42;39;23;14;7;7;10
230440070140357;1;14;23;32;21;7;7;12;51;45;36;26;10;3;11
230440070140358;1;68;65;34;13;0;1;25;36;20;16;5;1;0;27
230440070140359;1;31;51;51;23;8;7;5;25;26;19;14;7;6;17
230440070140360;1;53;89;59;33;12;5;13;65;98;72;35;16;6;16
230440070140361;1;16;31;42;26;11;4;10;29;30;19;8;8;5;7
230440070140362;1;40;57;34;21;3;7;14;35;29;21;9;3;5;17
230440070140363;1;46;54;52;16;7;6;22;28;17;14;9;4;3;14
230440070140364;1;19;37;23;22;7;4;6;18;19;21;16;6;4;11
230440070140365;1;45;52;40;22;12;5;18;28;10;13;7;3;4;8
230440070140366;1;23;28;20;15;6;2;10;15;28;29;13;6;5;3
230440070140367;1;35;46;30;11;7;6;24;37;41;20;13;1;3;19
230440070140368;1;19;44;24;15;7;2;20;47;44;37;23;3;2;21
230440070140369;1;21;36;23;17;9;2;21;39;31;33;12;4;2;21
230440070140371;1;23;33;37;35;9;9;16;20;15;11;7;3;3;10
230440070140372;1;11;19;23;17;7;4;16;21;18;14;9;2;3;8
230440070140373;1;6;7;9;6;3;4;3;4;4;5;5;2;2;1
230440070140374;1;15;17;21;11;7;9;10;19;26;14;20;14;10;6
230440070140375;1;17;47;63;52;16;5;11;20;31;37;21;8;8;3
230440070140376;1;27;29;28;24;11;6;20;22;29;28;17;8;16;9
230440070140377;1;23;28;32;15;5;8;6;26;21;18;14;3;2;11
230440070140378;1;21;33;43;19;13;6;12;40;28;17;13;10;2;12
230440070140379;1;29;42;42;22;7;3;17;35;24;14;10;4;11;18
230440070140380;1;29;23;36;20;5;7;12;25;19;17;4;10;8;11
230440070140381;1;30;43;34;15;6;7;10;32;33;17;9;3;6;16
230440070140382;1;20;28;29;15;3;4;9;23;22;25;7;7;3;8
230440070140383;1;25;39;33;22;12;6;12;31;33;28;10;3;9;16
230440070140384;1;22;18;16;10;4;7;10;23;36;30;19;10;11;14
230440070140385;1;29;55;25;18;7;1;13;26;25;19;17;2;6;11
230440070140386;1;25;20;14;9;6;3;14;47;52;43;19;11;11;16
230440070140387;1;18;35;32;16;3;7;11;23;27;27;9;10;5;11
230440070140388;1;24;28;40;15;4;5;7;28;30;26;16;6;7;14
230440070140389;1;31;34;49;18;10;4;12;27;28;27;9;8;5;13
230440070140390;1;25;28;28;14;4;4;6;33;27;24;13;2;3;17
230440070140391;1;31;40;28;20;7;5;12;26;18;14;6;6;5;14
230440070140392;1;18;42;41;22;5;7;13;52;52;38;22;8;14;21
230440070140393;1;35;51;64;27;7;15;10;49;57;28;27;9;15;23
230440070140394;1;21;44;34;23;10;11;8;34;29;18;10;7;7;19
230440070140395;1;7;14;17;12;4;4;5;39;31;26;13;6;10;8
230440070140396;1;36;69;43;30;10;9;12;39;55;43;27;11;11;12
230440070140397;1;48;59;43;31;11;4;10;50;56;57;33;5;10;25
230440070140398;1;21;36;40;16;14;4;10;47;54;40;18;11;9;16
230440070140399;1;41;44;31;23;13;9;54;80;101;100;52;21;24;20
230440070140400;1;33;26;23;15;6;6;19;34;44;42;26;12;7;11
230440070140401;1;21;28;23;21;13;7;6;19;18;19;16;4;6;6
230440070140402;1;22;31;35;20;6;4;14;14;14;14;3;3;4;5
230440070140403;1;42;29;23;17;5;3;42;23;17;17;15;9;7;9
230440070140404;1;30;41;40;25;14;6;13;22;16;13;4;5;6;9
230440070140405;1;35;46;43;18;14;7;13;31;28;25;13;4;7;6
230440070140406;1;27;48;46;16;5;0;8;22;28;15;4;2;1;9
230440070140407;1;40;59;42;17;3;3;15;30;37;21;8;3;1;20
230440070140408;1;19;37;18;9;2;0;12;23;22;14;5;0;0;18
230440070140409;1;34;44;41;12;1;2;23;38;45;22;7;0;1;25
230440070140410;1;28;52;38;19;2;0;19;56;38;21;10;0;1;16
230440070140411;1;21;32;30;13;6;4;6;27;22;21;8;2;6;10
230440070140412;1;36;53;36;23;8;7;24;24;33;15;17;3;6;18
230440070140413;1;25;57;42;29;13;9;7;33;26;8;11;2;4;2
230440070140414;1;15;25;33;18;10;5;8;24;20;17;11;2;10;5
230440070140415;1;47;80;87;41;22;9;27;18;23;17;7;5;9;21
230440070140416;1;25;26;19;22;11;5;18;40;37;25;14;4;8;13
230440070140417;1;22;30;33;17;8;5;10;20;26;10;9;7;6;5
230440070140418;1;16;32;38;14;8;2;9;6;12;10;9;1;1;7
230440070140419;1;10;22;23;17;4;10;4;14;21;26;16;8;3;4
230440070140420;1;27;35;32;28;14;7;19;20;40;27;21;15;7;8
230440070140421;1;46;52;53;37;21;14;25;21;28;30;12;11;6;10
230440070140422;1;23;44;31;15;8;8;13;19;22;16;6;3;7;6
230440070140423;1;36;45;43;13;4;11;9;13;26;24;5;3;4;10
230440070140424;1;23;42;29;18;5;4;18;15;20;21;9;5;4;12
230440070140425;1;20;27;28;3;5;3;13;29;32;38;15;2;1;18
230440070140426;1;3;6;5;1;0;1;9;45;31;46;27;11;9;18
230440070140427;1;23;37;39;23;11;8;13;45;65;57;29;4;4;13
230440070140428;1;55;103;84;48;11;12;20;34;27;30;13;5;4;22
230440070140429;1;15;20;25;19;10;2;9;25;22;16;9;4;6;6
230440070140430;1;29;43;43;18;6;6;22;17;30;18;17;7;5;6
230440070140431;1;18;41;40;22;7;8;8;17;27;27;19;11;8;5
230440070140432;1;31;51;56;31;9;12;8;24;29;27;11;8;4;9
230440070140433;1;25;66;66;37;8;13;27;51;54;60;31;16;3;20
230440070140434;1;16;41;35;16;5;4;7;10;29;16;8;4;5;4
230440070140435;1;38;60;69;18;10;5;21;31;45;18;9;3;1;28
230440070140436;1;18;17;20;19;9;9;7;18;15;15;12;5;8;3
230440070140437;1;16;21;42;21;8;9;20;37;36;25;23;4;2;9
230440070140438;1;28;33;31;16;10;8;7;23;24;18;17;8;9;5
230440070140439;1;36;65;52;38;8;16;21;40;43;36;28;15;11;12
230440070140440;1;37;72;62;28;17;13;16;32;46;34;24;8;9;13
230440070140441;1;43;46;39;25;9;11;19;32;41;40;15;14;9;16
230440070140442;1;13;20;23;9;2;1;8;21;16;17;5;4;3;7
230440070140443;1;8;14;12;13;3;0;3;9;9;11;6;9;8;1
230440070140444;1;31;48;80;32;10;11;5;36;49;36;18;7;1;12
230440070140445;1;33;58;54;23;13;7;8;37;40;25;9;4;5;13
230440070140446;1;17;25;26;8;4;3;16;12;12;6;9;1;2;17
230440070140447;1;25;34;22;18;3;0;10;12;18;13;4;4;3;1
230440070140448;1;5;14;11;4;1;0;2;15;16;19;13;5;5;5
230440070140449;1;19;15;15;16;6;6;16;24;62;43;23;18;13;7
230440070140450;1;16;14;13;4;4;3;7;20;31;21;15;9;11;0
230440070140451;1;8;10;10;3;1;0;5;13;9;4;3;2;3;1
230440070140452;1;8;10;20;11;6;3;7;9;6;6;2;2;2;4
230440070140453;1;47;46;58;22;10;5;4;19;11;16;13;0;9;8
230440070140454;1;7;8;13;7;2;5;9;19;38;26;24;10;6;2
230440070140455;1;28;35;38;18;12;12;13;17;15;14;11;5;6;7
230440070140456;1;21;18;22;16;6;5;8;11;20;20;14;4;5;7
230440070140457;1;18;34;40;18;8;6;9;10;12;9;3;0;6;3
230440070140458;1;32;42;33;27;16;3;21;14;18;13;8;5;2;12
230440070140459;1;17;36;29;21;11;4;10;19;27;19;8;4;6;7
230440070140460;1;30;30;33;14;8;8;13;15;20;17;4;4;4;9
230440070140461;1;25;40;40;25;14;6;12;23;28;20;8;6;5;6
230440070140462;1;20;33;23;16;7;3;13;31;34;37;20;3;9;13
230440070140463;1;12;27;21;14;4;4;16;15;30;28;17;8;8;9
230440070140464;1;7;11;21;12;7;4;8;13;15;10;4;3;1;4
230440070140465;1;24;39;33;22;2;7;5;22;16;26;7;4;5;7
230440070140466;1;33;38;36;19;5;7;22;26;12;12;9;4;3;21
230440070140467;1;34;57;46;23;13;9;5;14;16;22;7;3;2;6
230440070140468;1;22;38;38;21;12;12;9;23;24;19;11;9;6;4
230440070140469;1;20;29;24;18;7;7;11;11;13;12;7;6;5;11
230440070140552;1;42;64;50;20;5;6;13;42;36;12;12;2;6;9
230440070140553;1;22;36;33;15;5;4;11;12;21;14;11;8;6;4
230440070140554;1;39;55;45;21;5;6;16;28;22;22;9;4;4;12
230440070140555;1;14;17;20;11;1;1;17;30;42;40;21;9;6;6
230440070140556;1;34;54;55;32;11;9;13;41;59;38;27;8;7;12
230440070140557;1;34;44;38;32;11;16;11;23;30;22;10;11;5;7
230440070140558;1;27;33;33;28;14;12;18;17;21;19;14;11;13;2
230440070140559;1;23;48;51;23;8;15;20;22;25;21;14;8;8;2
230440070140560;1;10;29;20;5;2;6;6;12;18;14;12;2;1;11
230440070140561;1;15;46;31;14;8;4;11;18;27;17;10;2;5;11
230440070140562;1;29;20;24;9;6;2;12;34;40;50;16;11;12;7
230440070140563;1;23;47;65;30;6;5;11;21;26;17;13;4;4;8
230440070140564;1;26;45;48;26;6;4;13;27;32;21;16;7;3;11
230440070140565;1;22;41;51;16;8;5;10;37;30;15;11;8;4;17
230440070140566;1;8;29;31;15;7;5;7;27;51;33;20;9;7;8
230440070140567;1;18;42;43;16;10;5;7;15;18;14;9;5;1;6
230440070140568;1;24;19;9;2;2;0;11;52;55;43;16;7;4;14
230440070140569;1;17;23;25;6;6;3;9;19;29;22;10;4;4;6
230440070140570;1;27;33;23;10;3;2;11;29;24;12;3;3;0;10
230440070140571;1;83;69;22;4;1;0;14;68;62;21;5;1;1;29
230440070140572;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230440070140573;1;19;27;17;11;2;0;13;24;20;16;2;1;0;10
230440070140574;1;32;34;41;30;6;6;13;20;23;16;6;3;5;7
230440070140575;1;21;33;41;21;8;4;14;21;20;19;8;6;1;12
230440070140576;1;32;37;33;22;11;6;7;23;18;14;11;4;0;11
230440070140577;1;17;33;37;25;7;3;11;26;38;30;13;5;4;13
230440070140578;1;34;48;70;25;7;6;18;42;40;29;4;3;1;18
230440070140579;1;12;16;12;5;1;4;13;38;52;51;34;16;13;11
230440070140580;1;25;39;29;14;1;2;13;19;13;13;4;2;0;11
230440070140581;1;8;20;5;5;0;2;5;18;25;14;13;5;0;6
230440070140582;1;37;50;51;34;8;10;15;29;34;28;14;3;7;11
230440070140583;1;76;52;27;12;2;1;20;20;13;7;2;0;1;26
230440070140584;1;20;46;40;13;7;1;12;33;34;21;11;2;6;18
230440070140585;1;33;65;51;28;12;6;7;25;26;28;12;4;9;12
230440070140586;1;38;42;44;29;7;11;11;19;23;15;7;5;2;17
230440070140587;1;32;26;18;14;5;2;49;42;27;22;14;12;6;28
230440070140588;1;15;31;21;13;7;3;17;22;17;20;5;2;2;14
230440070140589;1;23;24;23;7;1;1;25;35;53;33;10;4;2;8
230440070140590;1;25;28;39;22;6;2;5;15;21;12;6;3;3;3
230440070140591;1;64;35;14;5;0;0;20;27;13;7;3;1;0;25
230440070140592;1;39;40;36;22;5;3;28;12;17;6;7;0;4;11
230440070140593;1;34;34;34;23;16;5;21;16;36;25;23;8;9;31
230440070140594;1;8;20;18;9;7;2;3;25;22;10;9;6;10;8
230440070140595;1;10;16;13;7;4;4;9;11;16;11;11;5;4;6
230440070140596;1;18;32;34;14;4;2;6;19;24;15;3;1;6;5
230440070140597;1;17;21;27;19;7;0;7;14;15;13;9;3;1;10
230440070140598;1;22;29;25;19;7;0;16;30;46;39;21;11;6;6
230440070140599;1;35;46;46;35;16;17;16;27;24;27;11;8;2;11
230440070140600;1;45;51;40;18;2;2;13;20;19;12;0;0;0;3
230440070140601;1;34;46;35;8;1;3;8;12;21;10;7;2;0;8
230440070140602;1;15;19;28;17;3;0;3;16;20;9;5;1;2;5
230440070140603;1;33;39;22;3;1;0;23;34;23;12;7;1;0;17
