,Cod_setor,Situacao_setor,V062,V063,V064,V065,V066,V067,V068,V081,V082,V083,V084,V085,V086,V087,qtdM,qtdH,Predominancia
628,230440005080217,1,27,16,32,14,5,7,15,37,19,23,11,3,4,14,111,116,Homem
629,230440005080218,1,16,37,15,12,6,2,43,22,19,19,6,5,6,20,97,131,Homem
630,230440005080219,1,18,33,34,12,5,4,16,31,16,15,6,2,1,17,88,122,Homem
631,230440005080220,1,34,38,29,8,1,4,30,61,58,44,6,3,1,39,212,144,Mulher
632,230440005080221,1,33,20,19,9,3,4,29,43,21,10,9,2,2,21,108,117,Homem
633,230440005080222,1,3,4,4,1,0,2,1,3,6,4,7,2,3,2,27,15,Mulher
634,230440005080223,1,35,38,32,23,8,0,20,38,24,11,9,1,2,16,101,156,Homem
635,230440005080224,1,33,61,45,17,6,3,23,41,48,28,13,5,4,25,164,188,Homem
636,230440005080225,1,10,11,16,5,1,3,5,12,13,6,9,3,5,6,54,51,Mulher
637,230440005080226,1,42,52,55,13,5,2,11,54,55,23,12,1,4,33,182,180,Mulher
638,230440005080227,1,61,58,57,26,10,5,26,53,35,21,9,5,4,29,156,243,Homem
639,230440005080229,1,20,35,44,9,2,6,10,29,25,16,15,2,9,18,114,126,Homem
640,230440005080230,1,57,66,59,38,15,12,29,49,43,16,15,7,3,42,175,276,Homem
641,230440005080231,1,19,45,40,15,10,4,13,25,20,19,12,5,1,15,97,146,Homem
642,230440005080232,1,8,15,16,5,1,5,1,13,13,11,3,1,2,4,47,51,Homem
643,230440005080233,1,40,35,36,28,10,8,14,32,38,17,17,4,6,15,129,171,Homem
644,230440005080234,1,9,11,9,7,0,2,10,9,6,10,1,4,2,8,40,48,Homem
645,230440005080235,1,24,24,34,9,6,4,16,30,19,16,13,10,11,13,112,117,Homem
646,230440005080236,1,28,28,21,15,3,2,14,54,41,41,17,13,9,24,199,111,Mulher
647,230440005080237,1,32,43,32,20,5,5,14,39,37,22,16,10,10,14,148,151,Homem
648,230440005080238,1,6,9,8,10,4,5,11,18,18,18,7,0,1,11,73,53,Mulher
649,230440005080239,1,7,15,10,7,2,1,5,6,14,9,6,1,4,6,46,47,Homem
650,230440005080240,1,25,29,28,10,13,6,10,26,27,15,16,5,5,7,101,121,Homem
651,230440005080241,1,24,40,31,15,15,8,27,33,53,30,20,11,16,28,191,160,Mulher
652,230440005080242,1,27,29,32,12,6,7,30,23,20,15,5,8,8,21,100,143,Homem
653,230440005080243,1,17,25,29,16,6,7,8,28,20,21,6,5,7,8,95,108,Homem
654,230440005080244,1,21,29,31,21,6,5,9,36,50,34,18,18,11,17,184,122,Mulher
655,230440005080245,1,12,29,27,13,9,6,8,24,22,16,5,4,5,7,83,104,Homem
656,230440005080246,1,55,70,75,17,12,7,35,37,45,28,10,4,7,27,158,271,Homem
657,230440005080247,1,36,45,43,17,10,5,7,26,19,16,8,2,5,12,88,163,Homem
658,230440005080248,1,24,42,30,24,6,8,10,27,21,15,19,1,4,13,100,144,Homem
659,230440005080249,1,8,15,5,6,1,0,8,15,14,16,10,6,3,10,74,43,Mulher
660,230440005080250,1,33,48,37,24,6,12,13,28,30,21,14,9,6,12,120,173,Homem
661,230440005080251,1,29,30,25,11,6,2,15,51,33,20,8,6,5,24,147,118,Mulher
662,230440005080252,1,24,20,8,9,3,3,9,28,19,8,5,2,0,15,77,76,Mulher
663,230440005080253,1,35,42,27,16,8,6,11,30,43,32,21,6,6,8,146,145,Mulher
664,230440005080254,1,26,24,29,17,10,4,17,46,47,27,11,2,9,18,160,127,Mulher
665,230440005080255,1,29,26,29,18,6,3,11,32,21,18,6,7,8,16,108,122,Homem
666,230440005080256,1,18,25,25,15,13,5,13,34,30,26,14,5,13,23,145,114,Mulher
667,230440005080257,1,17,11,27,22,5,1,8,29,41,24,17,6,4,17,138,91,Mulher
668,230440005080258,1,17,23,32,17,5,7,7,25,20,9,5,3,4,10,76,108,Homem
669,230440005080259,1,36,36,27,19,7,7,12,24,22,16,7,7,6,16,98,144,Homem
670,230440005080260,1,29,47,26,16,11,6,7,45,25,26,14,9,10,17,146,142,Mulher
671,230440005080261,1,23,37,23,23,5,2,21,35,26,13,7,3,2,36,122,134,Homem
672,230440005080262,1,20,26,10,10,7,5,7,19,20,16,5,3,6,11,80,85,Homem
673,230440005080263,1,34,42,38,26,9,8,14,40,29,32,15,4,5,23,148,171,Homem
674,230440005080264,1,24,30,15,12,7,6,29,15,37,19,7,6,2,23,109,123,Homem
675,230440005080265,1,5,17,28,14,6,5,28,26,28,17,16,6,4,33,130,103,Mulher
676,230440005080266,1,30,38,35,17,6,3,20,49,44,31,8,5,4,30,171,149,Mulher
677,230440005080267,1,19,19,13,16,6,8,20,37,30,20,16,5,6,25,139,101,Mulher
678,230440005080268,1,15,30,26,14,3,4,12,37,31,14,10,4,4,13,113,104,Mulher
679,230440005080269,1,23,35,36,16,4,7,20,23,18,8,9,7,3,22,90,141,Homem
680,230440005080270,1,23,21,27,16,4,2,13,23,17,17,14,3,6,33,113,106,Mulher
681,230440005080271,1,29,24,27,12,8,4,33,49,37,28,12,10,6,29,171,137,Mulher
682,230440005080272,1,31,31,30,15,12,8,34,39,24,17,8,8,6,38,140,161,Homem
683,230440005080346,1,15,17,20,12,4,5,10,17,15,14,10,3,6,5,70,83,Homem
684,230440005080347,1,38,41,45,21,4,8,8,15,21,12,16,9,9,16,98,165,Homem
685,230440005080348,1,11,14,15,10,5,3,12,13,11,6,11,4,3,6,54,70,Homem
686,230440005080349,1,22,27,27,14,7,7,25,28,27,24,15,8,12,14,128,129,Homem
687,230440005080350,1,12,7,6,8,1,1,5,12,8,8,6,5,6,7,52,40,Mulher
688,230440005080351,1,21,12,8,0,2,1,13,15,6,1,0,0,0,11,33,57,Homem
689,230440005080352,1,18,18,6,3,3,2,31,24,14,6,11,6,5,13,79,81,Homem
690,230440005080353,1,39,13,20,4,2,1,21,25,14,4,4,1,0,19,67,100,Homem
691,230440005080354,1,17,25,24,20,8,6,7,21,25,15,14,7,12,9,103,107,Homem
692,230440005080430,1,11,17,12,4,0,4,2,14,20,11,8,0,4,2,59,50,Mulher
693,230440005080431,1,13,26,28,20,10,4,12,28,41,27,13,7,6,20,142,113,Mulher
694,230440005080432,1,27,31,26,15,5,2,11,36,15,21,10,3,3,19,107,117,Homem
695,230440005080433,1,17,22,22,19,8,3,1,10,18,12,5,2,0,7,54,92,Homem
696,230440005080434,1,13,21,33,18,3,4,3,17,18,20,10,3,2,10,80,95,Homem
697,230440005080435,1,21,12,11,5,1,1,10,26,20,11,5,0,1,23,86,61,Mulher
698,230440005080436,1,12,11,9,9,3,3,7,9,10,9,7,2,2,5,44,54,Homem
699,230440005080437,1,16,19,29,12,2,3,7,20,29,14,5,2,1,14,85,88,Homem
700,230440005080438,1,22,28,26,14,8,4,7,27,26,20,8,3,3,16,103,109,Homem
701,230440005080439,1,16,27,36,20,7,1,12,20,21,23,8,2,2,9,85,119,Homem
702,230440005080440,1,27,41,50,31,5,1,18,53,37,30,14,2,1,21,158,173,Homem
703,230440005080441,1,17,27,30,19,8,1,1,11,17,10,4,2,0,15,59,103,Homem
704,230440005080442,1,29,40,43,27,9,2,9,25,28,25,8,5,2,15,108,159,Homem
705,230440005080443,1,29,36,46,19,3,4,5,23,30,18,8,1,1,6,87,142,Homem
706,230440005080444,1,3,5,8,7,2,2,3,2,6,2,2,2,2,3,19,30,Homem
707,230440005080445,1,17,25,39,18,5,4,8,30,23,13,4,2,3,21,96,116,Homem
708,230440005080446,1,3,6,14,10,2,1,4,11,9,18,9,4,2,3,56,40,Mulher
709,230440005080447,1,11,15,22,12,8,2,2,19,16,11,11,7,2,6,72,72,Mulher
710,230440005080448,1,19,24,17,16,6,3,10,14,18,4,4,2,1,11,54,95,Homem
711,230440005080449,1,22,17,25,6,1,1,9,34,23,14,5,2,1,14,93,81,Mulher
712,230440005080450,1,43,45,38,19,5,4,18,45,36,27,12,1,1,29,151,172,Homem
713,230440005080451,1,30,37,33,25,10,2,21,35,27,6,3,1,1,34,107,158,Homem
714,230440005080452,1,22,22,22,10,3,0,8,25,42,22,14,5,1,15,124,87,Mulher
715,230440005080453,1,29,42,30,21,11,4,11,35,31,11,11,5,5,12,110,148,Homem
716,230440005080454,1,16,33,35,21,10,8,6,16,17,11,12,6,2,10,74,129,Homem
717,230440005080455,1,5,17,14,6,0,5,8,27,29,30,16,2,11,9,124,55,Mulher
718,230440005080456,1,24,22,18,8,5,2,11,25,22,11,7,5,7,9,86,90,Homem
719,230440005080457,1,12,20,26,15,11,5,8,18,18,13,13,6,5,11,84,97,Homem
720,230440005080458,1,29,28,38,21,5,3,13,33,39,23,7,8,5,22,137,137,Mulher
721,230440005080459,1,34,32,32,10,7,2,25,32,28,17,12,3,5,22,119,142,Homem
722,230440005080460,1,29,40,35,14,8,6,9,23,32,20,9,4,5,15,108,141,Homem
723,230440005080461,1,23,19,17,16,4,5,8,16,8,10,9,4,1,10,58,92,Homem
724,230440005080462,1,40,32,34,21,13,15,25,42,24,13,4,4,5,12,104,180,Homem
725,230440005080463,1,28,31,24,13,4,11,9,16,20,5,5,3,5,16,70,120,Homem
726,230440005080464,1,21,16,23,9,2,6,9,40,41,46,16,16,7,19,185,86,Mulher
727,230440005080465,1,24,30,35,19,3,7,11,20,23,25,10,5,4,11,98,129,Homem
728,230440005080466,1,19,29,22,17,3,5,9,40,28,24,11,8,12,10,133,104,Mulher
729,230440005080467,1,21,31,18,6,2,3,11,13,14,11,6,3,8,14,69,92,Homem
730,230440005080468,1,12,18,22,11,4,7,13,31,37,30,22,8,8,8,144,87,Mulher
731,230440005080469,1,24,26,22,13,5,4,8,26,32,15,14,7,2,15,111,102,Mulher
732,230440005080470,1,25,25,21,7,6,4,19,36,31,20,11,4,5,23,130,107,Mulher
733,230440005080471,1,14,17,28,6,5,1,11,28,19,13,7,3,1,11,82,82,Mulher
734,230440005080472,1,16,25,20,11,8,5,19,52,24,21,10,4,7,25,143,104,Mulher
735,230440005080473,1,7,18,13,5,3,1,10,8,10,9,7,2,0,10,46,57,Homem
736,230440005080474,1,44,65,53,28,7,6,19,54,53,39,19,16,15,13,209,222,Homem
737,230440005080475,1,27,42,37,12,6,0,13,18,17,8,9,1,11,15,79,137,Homem
738,230440005080476,1,10,19,23,11,7,2,12,21,37,18,12,5,3,12,108,84,Mulher
739,230440005080477,1,71,71,32,15,2,3,54,76,42,22,7,7,4,60,218,248,Homem
740,230440005080478,1,20,21,20,16,10,2,6,36,54,54,28,22,9,6,209,95,Mulher
741,230440005080479,1,18,21,23,10,2,6,10,29,39,19,14,9,16,7,133,90,Mulher
742,230440005080480,1,21,35,32,11,5,8,11,19,16,18,8,6,9,11,87,123,Homem
743,230440005080481,1,52,43,49,34,14,19,49,32,29,13,12,3,7,29,125,260,Homem
744,230440005080482,1,20,28,17,14,7,3,7,11,23,22,8,4,4,5,77,96,Homem
745,230440005080483,1,12,14,15,12,4,4,13,13,15,21,8,6,12,5,80,74,Mulher
746,230440005080484,1,29,37,37,20,3,5,3,26,19,20,7,0,1,4,77,134,Homem
747,230440005080485,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,230440005080486,1,29,39,27,15,5,9,3,12,14,12,10,2,4,8,62,127,Homem
749,230440005080487,1,36,59,54,33,8,6,14,20,23,19,13,3,7,26,111,210,Homem
750,230440005080488,1,22,26,25,14,9,2,6,19,22,12,5,1,1,10,70,104,Homem
751,230440005080489,1,24,35,39,11,8,3,19,29,25,24,12,5,4,16,115,139,Homem
752,230440005080490,1,14,36,24,7,5,3,19,28,38,37,26,7,5,16,157,108,Mulher
753,230440005080491,1,23,30,34,11,4,5,13,42,57,52,28,12,10,14,215,120,Mulher
754,230440005080492,1,24,35,36,19,8,6,12,41,49,28,22,6,7,18,171,140,Mulher
755,230440005080493,1,34,36,42,17,15,9,20,40,45,37,21,12,5,17,177,173,Mulher
756,230440005080494,1,14,29,30,18,11,8,17,27,25,24,10,1,4,18,109,127,Homem
757,230440005080495,1,23,24,25,18,11,3,4,50,47,35,19,11,8,20,190,108,Mulher
758,230440005080496,1,20,30,21,9,0,3,14,39,39,30,18,10,5,19,160,97,Mulher
759,230440005080497,1,15,22,13,12,3,3,11,32,36,23,10,7,7,21,136,79,Mulher
760,230440005080498,1,23,27,11,15,5,6,14,35,22,22,8,6,8,14,115,101,Mulher
761,230440005080499,1,16,24,18,10,3,0,8,32,29,23,11,9,8,15,127,79,Mulher
762,230440005080500,1,15,12,9,4,3,1,8,30,26,30,10,3,2,16,117,52,Mulher
763,230440005080501,1,13,14,15,4,6,1,14,25,34,21,13,1,1,16,111,67,Mulher
764,230440005080502,1,29,31,25,25,8,5,17,46,53,23,16,12,7,24,181,140,Mulher
765,230440005080503,1,9,16,7,4,2,0,3,8,23,10,12,2,4,10,69,41,Mulher
766,230440005080504,1,16,38,33,16,10,6,8,26,16,11,2,3,1,16,75,127,Homem
767,230440005080505,1,37,18,16,11,3,1,5,22,18,22,12,6,11,7,98,91,Mulher
768,230440005080506,1,16,30,14,10,3,2,9,26,31,17,6,3,6,11,100,84,Mulher
769,230440005080507,1,43,33,49,25,11,10,13,36,42,25,12,7,12,24,158,184,Homem
770,230440005080508,1,24,42,43,31,12,6,18,40,52,23,13,7,5,23,163,176,Homem
771,230440005080509,1,31,40,47,23,7,4,16,30,31,18,16,8,4,24,131,168,Homem
772,230440005080510,1,31,41,45,30,9,10,18,27,26,19,3,6,2,16,99,184,Homem
773,230440005080511,1,26,37,50,23,13,7,8,27,26,15,12,12,10,10,112,164,Homem
774,230440005080512,1,7,8,14,12,2,6,3,7,3,2,4,4,2,4,26,52,Homem
775,230440005080513,1,7,9,8,5,2,3,9,5,14,5,7,4,1,8,44,43,Mulher
776,230440005080514,1,21,35,27,19,11,8,20,19,15,20,11,7,9,14,95,141,Homem
777,230440005080515,1,23,21,23,16,9,3,18,30,27,32,14,8,9,6,126,113,Mulher
778,230440005080516,1,9,16,4,3,2,4,3,3,4,3,3,3,2,0,18,41,Homem
779,230440005080517,1,30,22,45,26,3,5,15,32,33,23,14,3,6,21,132,146,Homem
780,230440005080518,1,9,9,13,9,2,4,5,6,6,4,4,3,4,3,30,51,Homem
781,230440005080872,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,230440005080873,1,14,13,12,5,4,1,5,22,12,8,1,1,1,11,56,54,Mulher
783,230440005080995,1,26,33,27,18,2,0,8,36,31,23,7,4,0,18,119,114,Mulher
784,230440005080996,1,52,55,30,14,3,1,44,35,14,9,1,2,0,39,100,199,Homem
785,230440005080997,1,17,15,21,7,4,2,19,28,26,16,5,3,0,13,91,85,Mulher
786,230440005080998,1,19,29,25,9,1,0,12,28,22,13,3,5,3,18,92,95,Homem
787,230440005080999,1,17,20,21,21,4,4,2,20,21,8,9,2,0,11,71,89,Homem
788,230440005081000,1,22,22,21,14,2,2,13,31,14,12,6,2,4,21,90,96,Homem
789,230440005081001,1,15,22,12,9,5,3,6,22,19,14,7,5,3,17,87,72,Mulher
790,230440005081002,1,16,10,6,2,1,3,8,19,13,13,6,8,3,27,89,46,Mulher
791,230440005081003,1,34,19,17,7,0,2,11,29,28,6,6,1,0,25,95,90,Mulher
792,230440005081004,1,25,23,33,13,1,2,12,30,26,27,20,2,2,32,139,109,Mulher
793,230440005081005,1,17,24,17,7,5,3,7,17,20,18,9,0,6,5,75,80,Homem
794,230440005081006,1,27,18,23,10,2,1,17,31,19,15,8,2,2,12,89,98,Homem
795,230440005081007,1,39,37,22,13,1,2,28,47,50,35,16,10,5,32,195,142,Mulher
796,230440005081008,1,17,18,21,5,4,4,7,30,29,28,9,1,4,17,118,76,Mulher
797,230440005081009,1,13,18,11,2,1,0,9,10,7,6,3,0,1,7,34,54,Homem
798,230440005081010,1,45,21,17,9,1,3,11,49,18,9,3,2,0,30,111,107,Mulher
799,230440005081011,1,24,29,36,20,4,4,2,13,15,10,7,2,2,5,54,119,Homem
800,230440005081012,1,4,11,16,3,1,1,1,7,9,1,2,1,1,2,23,37,Homem
801,230440005081013,1,26,39,22,19,4,4,8,19,19,8,3,1,3,22,75,122,Homem
802,230440005081014,1,28,22,28,6,3,0,6,18,13,2,3,0,0,15,51,93,Homem
803,230440005081015,1,20,18,29,8,7,1,2,21,20,8,7,0,2,19,77,85,Homem
804,230440005081016,1,26,43,27,16,4,5,16,35,28,24,13,2,4,23,129,137,Homem
805,230440005081017,1,9,35,38,9,3,1,7,25,22,20,3,0,0,17,87,102,Homem
806,230440005081018,1,20,24,16,11,3,1,27,28,23,19,8,10,3,26,117,102,Mulher
807,230440005081019,1,22,30,31,10,6,2,16,20,27,16,7,6,9,8,93,117,Homem
808,230440005081020,1,23,29,27,15,8,8,6,25,23,21,7,3,4,15,98,116,Homem
809,230440005081021,1,30,32,31,26,12,7,19,23,15,17,11,6,2,7,81,157,Homem
810,230440005081022,1,35,27,40,16,9,7,5,23,16,18,8,3,2,15,85,139,Homem
811,230440005081023,1,11,23,36,21,5,4,13,25,33,12,9,3,1,15,98,113,Homem
812,230440005081024,1,16,20,23,14,7,1,14,14,14,6,13,6,4,9,66,95,Homem
813,230440005081025,1,33,21,19,20,3,2,17,25,21,15,2,2,3,20,88,115,Homem
814,230440005081026,1,14,4,5,5,0,0,12,14,13,9,7,0,4,9,56,40,Mulher
815,230440005081027,1,25,19,12,2,2,1,31,26,14,3,3,1,0,24,71,92,Homem
816,230440005081028,1,26,26,24,8,0,4,8,37,29,27,8,2,1,18,122,96,Mulher
817,230440005081029,1,40,36,45,22,5,3,19,28,27,17,10,3,1,15,101,170,Homem
818,230440005081030,1,19,18,11,1,0,0,14,41,30,15,10,3,0,17,116,63,Mulher
819,230440005081031,1,34,40,31,10,8,3,14,35,28,17,15,5,10,14,124,140,Homem
820,230440005081032,1,12,26,22,5,4,1,8,29,36,16,6,1,1,14,103,78,Mulher
821,230440005081033,1,14,12,12,9,2,4,7,19,22,13,9,0,3,10,76,60,Mulher
822,230440005081034,1,20,7,67,18,7,4,11,16,3,72,25,14,5,2,137,134,Mulher
823,230440005081035,1,40,36,46,23,4,6,12,46,31,14,5,5,3,26,130,167,Homem
824,230440005081036,1,26,34,35,13,11,3,6,26,13,10,8,6,6,9,78,128,Homem
825,230440005081037,1,20,33,27,25,10,10,10,14,18,11,4,4,4,12,67,135,Homem
826,230440005081162,1,7,19,15,3,2,0,4,13,16,8,2,1,1,2,43,50,Homem
827,230440005120100,1,40,37,51,35,8,5,18,33,28,12,13,0,2,25,113,194,Homem
828,230440005120101,1,14,15,11,5,3,2,6,15,11,6,3,0,1,3,39,56,Homem
829,230440005120102,1,12,11,10,9,1,2,6,22,26,16,4,3,1,13,85,51,Mulher
830,230440005120103,1,36,37,32,24,10,7,16,28,35,24,11,3,10,31,142,162,Homem
831,230440005120104,1,32,34,30,16,5,4,14,44,19,15,4,1,1,31,115,135,Homem
832,230440005120105,1,16,16,15,13,0,2,5,14,18,13,5,0,0,16,66,67,Homem
833,230440005120106,1,14,25,18,8,4,2,8,44,39,29,18,6,1,18,155,79,Mulher
834,230440005120107,1,29,25,18,22,2,6,14,21,31,13,5,3,1,18,92,116,Homem
835,230440005120108,1,22,10,14,7,5,1,6,9,9,5,9,2,0,4,38,65,Homem
836,230440005120109,1,58,44,41,20,8,2,15,31,31,4,2,0,1,18,87,188,Homem
837,230440005120110,1,26,20,28,8,0,2,21,25,20,10,1,2,1,26,85,105,Homem
838,230440005120111,1,33,16,11,8,2,1,7,30,23,17,2,3,1,17,93,78,Mulher
839,230440005120112,1,30,39,28,21,7,5,10,36,21,18,8,3,1,18,105,140,Homem
840,230440005120113,1,22,29,17,9,5,3,13,54,36,35,15,4,2,28,174,98,Mulher
841,230440005120114,1,25,16,14,7,2,0,16,29,20,6,1,1,1,38,96,80,Mulher
842,230440005120115,1,54,36,40,16,0,3,15,40,29,15,7,1,2,34,128,164,Homem
843,230440005120116,1,22,32,30,14,3,2,4,19,16,12,3,1,2,12,65,107,Homem
844,230440005120117,1,27,37,38,33,4,10,3,16,19,19,14,5,2,7,82,152,Homem
845,230440005120118,1,27,49,47,27,7,2,11,20,13,14,10,2,4,14,77,170,Homem
846,230440005120119,1,26,45,47,35,12,4,6,43,20,26,17,2,4,25,137,175,Homem
847,230440005120120,1,24,33,24,3,6,2,22,38,28,20,10,3,2,47,148,114,Mulher
848,230440005120121,1,19,32,28,11,3,1,10,61,55,31,16,3,4,24,194,104,Mulher
849,230440005120122,1,25,24,23,5,2,1,10,16,14,6,1,1,4,15,57,90,Homem
850,230440005120123,1,41,56,44,21,6,5,22,36,32,14,7,1,1,31,122,195,Homem
851,230440005120124,1,22,22,23,17,7,2,11,25,30,26,12,6,4,19,122,104,Mulher
852,230440005120125,1,32,31,39,18,4,7,26,51,38,38,14,6,6,32,185,157,Mulher
853,230440005120126,1,9,19,32,5,6,3,2,13,16,8,2,1,0,9,49,76,Homem
854,230440005120127,1,19,21,36,20,10,5,8,41,32,22,14,4,1,22,136,119,Mulher
855,230440005120128,1,37,28,28,8,6,3,13,43,26,14,6,4,2,23,118,123,Homem
856,230440005120129,1,36,39,36,20,5,2,3,31,30,13,5,6,1,20,106,141,Homem
857,230440005120130,1,37,35,36,23,2,1,33,25,17,7,2,0,0,36,87,167,Homem
858,230440005120131,1,40,36,57,23,5,4,10,35,32,12,7,2,2,14,104,175,Homem
859,230440005120132,1,45,51,63,36,5,3,10,47,34,29,10,2,3,18,143,213,Homem
860,230440005120133,1,9,27,23,10,6,0,6,17,12,13,5,1,2,4,54,81,Homem
861,230440005120134,1,13,21,23,13,5,9,10,19,29,24,18,11,19,17,137,94,Mulher
862,230440005120135,1,10,23,19,10,6,4,8,17,35,24,15,19,24,6,140,80,Mulher
863,230440005120136,1,40,33,24,12,4,2,27,65,38,19,10,3,1,32,168,142,Mulher
864,230440005120137,1,35,16,21,10,2,7,19,36,32,23,9,7,4,28,139,110,Mulher
865,230440005120138,1,43,34,32,10,7,5,41,28,39,25,9,4,5,34,144,172,Homem
866,230440005120139,1,20,18,27,14,5,0,2,16,19,11,7,4,0,7,64,86,Homem
867,230440005120355,1,13,13,8,8,4,6,7,9,16,12,9,9,7,11,73,59,Mulher
868,230440005120356,1,21,40,32,25,8,5,13,29,28,13,5,2,1,14,92,144,Homem
869,230440005120357,1,24,20,19,7,7,0,21,35,33,22,13,3,4,25,135,98,Mulher
870,230440005120358,1,19,26,28,19,6,4,14,12,12,7,3,1,0,11,46,116,Homem
871,230440005120359,1,35,26,15,14,3,2,18,24,19,13,4,1,2,20,83,113,Homem
872,230440005120360,1,17,12,8,5,4,2,10,6,9,4,2,3,1,16,41,58,Homem
873,230440005120361,1,34,31,22,20,9,5,22,32,23,13,4,6,2,19,99,143,Homem
874,230440005120362,1,23,30,35,17,10,2,11,36,25,24,5,5,3,23,121,128,Homem
875,230440005120363,1,65,46,55,32,14,8,33,40,40,12,9,2,1,37,141,253,Homem
876,230440005120364,1,28,16,12,4,3,3,17,17,17,13,6,0,0,12,65,83,Homem
877,230440005120365,1,39,26,34,19,6,2,16,36,31,19,11,2,3,21,123,142,Homem
878,230440005120366,1,29,17,13,3,1,2,29,13,7,1,5,1,0,13,40,94,Homem
879,230440005120367,1,40,36,48,30,7,5,21,25,9,4,1,1,0,34,74,187,Homem
880,230440005120368,1,11,18,13,21,2,0,1,10,11,6,8,1,0,3,39,66,Homem
881,230440005120369,1,12,24,23,11,5,0,4,34,16,8,4,1,0,14,77,79,Homem
882,230440005120370,1,18,21,30,15,5,2,2,21,24,17,10,3,5,12,92,93,Homem
883,230440005120371,1,10,22,21,13,2,2,8,28,33,16,6,2,0,18,103,78,Mulher
884,230440005120372,1,37,30,17,7,3,0,17,36,14,6,1,2,0,15,74,111,Homem
885,230440005120373,1,33,2,2,2,0,0,32,6,2,1,1,0,0,21,31,71,Homem
886,230440005120374,1,13,12,13,7,0,0,2,21,23,14,9,4,0,14,85,47,Mulher
887,230440005120375,1,20,17,14,15,4,4,18,18,12,11,2,1,1,19,64,92,Homem
888,230440005120376,1,33,24,25,9,2,3,16,35,32,11,12,4,3,22,119,112,Mulher
889,230440005120377,1,51,44,37,19,8,1,16,38,26,18,3,3,1,19,108,176,Homem
890,230440005120378,1,36,39,50,34,9,4,6,15,18,10,7,1,1,11,63,178,Homem
891,230440005120379,1,54,29,29,4,4,7,20,29,29,11,12,7,4,27,119,147,Homem
892,230440005120380,1,16,14,2,0,0,0,9,17,12,14,6,1,0,7,57,41,Mulher
893,230440005120381,1,35,21,19,18,6,3,22,41,12,7,2,0,1,23,86,124,Homem
894,230440005120382,1,20,9,15,2,3,0,10,7,4,2,1,1,1,5,21,59,Homem
895,230440005120383,1,40,25,17,4,4,3,21,32,24,11,4,4,1,17,93,114,Homem
896,230440005120384,1,33,56,38,10,7,2,10,35,34,29,11,1,1,14,125,156,Homem
897,230440005120385,1,52,50,44,17,2,1,22,30,16,11,6,0,1,39,103,188,Homem
898,230440005120386,1,42,33,22,10,0,0,23,40,26,28,6,1,0,18,119,130,Homem
899,230440005120387,1,24,32,9,9,5,0,10,21,16,13,8,0,0,11,69,89,Homem
900,230440005120388,1,19,15,13,3,1,1,6,14,7,4,9,2,2,7,45,58,Homem
901,230440005120389,1,30,36,37,23,3,6,18,61,27,22,8,4,3,21,146,153,Homem
902,230440005120390,1,13,23,9,6,1,2,4,6,8,7,8,4,1,6,40,58,Homem
903,230440005120391,1,27,32,30,14,7,2,11,20,28,15,6,2,2,16,89,123,Homem
904,230440005120392,1,32,30,21,11,3,1,35,52,21,18,7,3,1,38,140,133,Mulher
905,230440005120393,1,21,27,39,17,3,2,4,18,20,12,4,0,1,11,66,113,Homem
906,230440005120394,1,24,20,31,10,4,6,13,34,23,9,8,3,4,15,96,108,Homem
907,230440005120395,1,10,21,9,6,4,4,6,15,19,10,6,5,4,1,60,60,Mulher
908,230440005120396,1,32,18,25,23,3,1,9,18,21,9,4,2,4,12,70,111,Homem
909,230440005120397,1,19,19,19,11,6,6,20,30,21,14,10,6,3,11,95,100,Homem
910,230440005120398,1,26,32,36,14,2,2,16,31,17,10,7,2,5,23,95,128,Homem
911,230440005120399,1,5,13,15,6,1,2,3,11,12,6,2,1,0,4,36,45,Homem
912,230440005120400,1,37,31,30,12,5,2,12,30,23,13,13,7,3,13,102,129,Homem
913,230440005120401,1,12,26,18,7,4,3,6,28,34,40,17,12,17,4,152,76,Mulher
914,230440005120402,1,31,28,40,21,12,5,11,16,16,8,12,4,2,8,66,148,Homem
915,230440005120403,1,29,20,25,7,1,2,14,22,17,14,8,3,4,7,75,98,Homem
916,230440005120404,1,18,33,15,8,1,1,9,11,15,7,2,1,0,8,44,85,Homem
917,230440005120405,1,44,45,50,21,7,9,15,29,29,16,9,2,1,18,104,191,Homem
918,230440005120406,1,24,25,17,16,4,4,17,14,17,16,10,4,9,9,79,107,Homem
919,230440005120407,1,54,20,20,5,1,0,23,27,20,8,5,0,0,11,71,123,Homem
920,230440005120408,1,29,46,31,25,6,5,11,21,16,7,11,3,0,8,66,153,Homem
921,230440005120409,1,19,18,12,13,3,0,4,12,15,7,6,1,1,7,49,69,Homem
922,230440005120410,1,16,24,27,9,1,5,5,20,26,25,11,5,6,8,101,87,Mulher
923,230440005120411,1,26,28,28,12,10,8,13,41,31,16,9,4,6,18,125,125,Mulher
924,230440005120412,1,16,5,5,7,1,2,5,13,15,9,2,1,2,3,45,41,Mulher
925,230440005120413,1,31,38,37,12,10,10,16,44,25,29,12,10,10,18,148,154,Homem
926,230440005120414,1,14,17,15,5,3,2,10,15,6,2,2,1,2,10,38,66,Homem
